neighbourhood_cleansed,latitude,longitude,estimated_occupancy_l365d,room_type,property_type,accommodates,bedrooms,bathrooms,number_of_reviews,reviews_per_month,number_of_reviews_ltm,review_scores_rating,review_scores_value,review_scores_location,availability_365,host_is_superhost,amenities,id,amenities_list,amenity_count,has_full_kitchen,has_laundry,has_parking,has_self_checkin,has_workspace,has_air_conditioning,has_outdoor_space,has_family_friendly,has_premium_leisure,has_view_or_water_access,allows_pets,has_entertainment,property_type_grouped
FIFTH WARD,42.66023621248564,-73.75777994908182,0,Entire home/apt,Entire rental unit,4,2.0,1.0,0,,0,,,,365,f,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Baking sheet"", ""Iron"", ""Bread maker"", ""Room-darkening shades"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Pets allowed"", ""Electric stove"", ""Radiant heating"", ""Exterior security cameras on property"", ""Toaster"", ""Coffee"", ""Clothing storage: closet"", ""First aid kit"", ""Barbecue utensils"", ""Dishes and silverware"", ""Window AC unit"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Free street parking"", ""Fire extinguisher""]",1369145599555854547,"['Smoke alarm', 'Kitchen', 'Wifi', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Baking sheet', 'Iron', 'Bread maker', 'Room-darkening shades', 'Microwave', 'Dining table', 'Stainless steel oven', 'Pets allowed', 'Electric stove', 'Radiant heating', 'Exterior security cameras on property', 'Toaster', 'Coffee', 'Clothing storage: closet', 'First aid kit', 'Barbecue utensils', 'Dishes and silverware', 'Window AC unit', 'Hangers', 'Refrigerator', 'Blender', 'Freezer', 'Coffee maker: drip coffee maker', 'Free street parking', 'Fire extinguisher']",32,1,0,1,0,0,1,0,0,0,0,1,1,Entire place
FIRST WARD,42.63962651941938,-73.7733080081594,6,Entire home/apt,Entire home,6,3.0,1.0,1,0.25,1,3.0,3.0,3.0,364,f,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Microwave"", ""Gym nearby"", ""Dining table"", ""Smart lock"", ""Toaster"", ""Essentials"", ""Central heating"", ""First aid kit"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Private backyard""]",1369768924474303403,"['Smoke alarm', 'Kitchen', 'Wifi', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Cooking basics', 'Shampoo', 'Iron', 'Microwave', 'Gym nearby', 'Dining table', 'Smart lock', 'Toaster', 'Essentials', 'Central heating', 'First aid kit', 'Free parking on premises', 'Window AC unit', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Fire extinguisher', 'Private backyard']",29,1,1,1,1,0,1,1,0,1,0,0,1,Entire place
TENTH WARD,42.66315402479468,-73.78910123743358,56,Entire home/apt,Entire rental unit,8,4.0,1.0,1,0.15,1,5.0,5.0,4.0,167,t,"[""Smoke alarm"", ""Kitchen"", ""Private patio or balcony"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Private entrance"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Radiant heating"", ""Paid washer \u2013 In building"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Paid dryer \u2013 In building""]",1371626040166892504,"['Smoke alarm', 'Kitchen', 'Private patio or balcony', 'Gas stove', 'Wifi', 'Hot water', 'Private entrance', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Clothing storage', 'Dining table', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Radiant heating', 'Paid washer – In building', 'Exterior security cameras on property', 'Air conditioning', 'Essentials', 'Laundromat nearby', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Coffee maker: pour-over coffee', 'Keypad', 'Paid dryer – In building']",37,1,1,1,1,1,1,1,0,0,0,0,1,Entire place
SIXTH WARD,42.65040602684423,-73.76433185078635,255,Entire home/apt,Entire rental unit,4,1.0,1.0,63,5.98,63,4.76,4.78,4.78,307,f,"[""Smoke alarm"", ""Kitchen"", ""Stainless steel single oven"", ""Wifi"", ""Shower gel"", ""Free driveway parking on premises \u2013 1 space"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Children\u2019s dinnerware"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Cooking basics"", ""Microwave"", ""Dining table"", ""Washer"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Electric stove"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Air conditioning"", ""Backyard"", ""Essentials"", ""Laundromat nearby"", ""Books and reading material"", ""Clothing storage: closet"", ""First aid kit"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Fire extinguisher"", ""Cleaning products"", ""Keypad"", ""Board games""]",1371829070623409671,"['Smoke alarm', 'Kitchen', 'Stainless steel single oven', 'Wifi', 'Shower gel', 'Free driveway parking on premises – 1 space', 'Hot water', 'Coffee maker', 'Private entrance', 'Hair dryer', 'Body soap', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Children’s dinnerware', 'Ceiling fan', 'Shampoo', 'Iron', 'Cooking basics', 'Microwave', 'Dining table', 'Washer', 'Extra pillows and blankets', 'Pets allowed', 'Long term stays allowed', 'Electric stove', 'Radiant heating', 'Portable fans', 'Drying rack for clothing', 'Exterior security cameras on property', 'Air conditioning', 'Backyard', 'Essentials', 'Laundromat nearby', 'Books and reading material', 'Clothing storage: closet', 'First aid kit', 'Conditioner', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Fire extinguisher', 'Cleaning products', 'Keypad', 'Board games']",48,1,1,1,1,0,1,1,1,0,0,1,1,Entire place
FOURTEENTH WARD,42.67057,-73.80939,132,Entire home/apt,Entire home,8,3.0,2.0,22,3.13,22,5.0,4.86,4.95,347,t,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Samsung oven"", ""Changing table"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Climbing wall"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix"", ""Private entrance"", ""Fire pit"", ""Outdoor dining area"", ""Gym"", ""Carbon monoxide alarm"", ""Bed linens"", ""Heating - split type ductless system"", ""Luggage dropoff allowed"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Children\u2019s dinnerware"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Cooking basics"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Wine glasses"", ""Baking sheet"", ""Dining table"", ""Washer"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""AC - split type ductless system"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""Sound system"", ""Books and reading material"", ""Central heating"", ""First aid kit"", ""Barbecue utensils"", ""Baby bath"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Blender"", ""Free driveway parking on premises \u2013 4 spaces"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Crib - available upon request"", ""Fire extinguisher"", ""Children's playroom"", ""Free dryer \u2013 In unit"", ""Exercise equipment: elliptical, free weights, yoga mat"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Bidet"", ""Board games"", ""Samsung  refrigerator""]",1374747174653747946,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Samsung oven', 'Changing table', 'Private patio or balcony', 'Clothing storage: closet and dresser', 'Wifi', 'Shower gel', 'Climbing wall', 'Coffee maker', 'Hair dryer', 'Body soap', 'HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix', 'Private entrance', 'Fire pit', 'Outdoor dining area', 'Gym', 'Carbon monoxide alarm', 'Bed linens', 'Heating - split type ductless system', 'Luggage dropoff allowed', 'Children’s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old', 'Children’s dinnerware', 'Ceiling fan', 'Shampoo', 'Iron', 'Room-darkening shades', 'Cooking basics', 'Hot water kettle', 'Dedicated workspace', 'Microwave', 'Wine glasses', 'Baking sheet', 'Dining table', 'Washer', 'Smart lock', 'Extra pillows and blankets', 'Long term stays allowed', 'AC - split type ductless system', 'Toaster', 'Essentials', 'Coffee', 'Laundromat nearby', 'Outdoor furniture', 'Sound system', 'Books and reading material', 'Central heating', 'First aid kit', 'Barbecue utensils', 'Baby bath', 'Conditioner', 'Dishes and silverware', 'Hangers', 'Blender', 'Free driveway parking on premises – 4 spaces', 'Self check-in', 'Freezer', 'Free street parking', 'Crib - available upon request', 'Fire extinguisher', ""Children's playroom"", 'Free dryer – In unit', 'Exercise equipment: elliptical, free weights, yoga mat', 'Private backyard – Fully fenced', 'Cleaning products', 'Bidet', 'Board games', 'Samsung  refrigerator']",69,1,1,1,1,1,1,1,1,1,0,0,1,Entire place
FOURTEENTH WARD,42.66598411229728,-73.81880097091198,42,Entire home/apt,Entire home,5,3.0,2.5,3,0.34,3,5.0,5.0,5.0,88,f,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Fire pit"", ""TV"", ""Carbon monoxide alarm"", ""Ceiling fan"", ""Central air conditioning"", ""Hot water kettle"", ""Dryer \u2013\u00a0In unit"", ""Washer"", ""Exterior security cameras on property"", ""Central heating"", ""First aid kit"", ""BBQ grill: charcoal"", ""Free parking on premises"", ""Blender"", ""Fire extinguisher"", ""Stove""]",1375007693720508441,"['Smoke alarm', 'Kitchen', 'Dishwasher', 'Private patio or balcony', 'Wifi', 'Hot water', 'Fire pit', 'TV', 'Carbon monoxide alarm', 'Ceiling fan', 'Central air conditioning', 'Hot water kettle', 'Dryer –\xa0In unit', 'Washer', 'Exterior security cameras on property', 'Central heating', 'First aid kit', 'BBQ grill: charcoal', 'Free parking on premises', 'Blender', 'Fire extinguisher', 'Stove']",22,1,1,1,0,0,1,1,0,0,0,0,1,Entire place
SEVENTH WARD,42.64764408604364,-73.7715925383664,66,Entire home/apt,Entire rental unit,2,1.0,1.0,11,1.02,11,4.82,4.55,4.55,144,t,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Stainless steel double oven"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Portable fans"", ""Toaster"", ""Coffee"", ""Shared patio or balcony"", ""Central heating"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free dryer \u2013 In unit"", ""Keypad"", ""Cleaning available during stay""]",1376989617162173438,"['Smoke alarm', 'Kitchen', 'Clothing storage: closet and dresser', 'Wifi', 'Shower gel', 'Hot water', 'Stainless steel double oven', 'Private entrance', 'Hair dryer', 'Body soap', 'TV', 'Carbon monoxide alarm', 'Bathtub', 'Cooking basics', 'Shampoo', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Electric stove', 'Portable fans', 'Toaster', 'Coffee', 'Shared patio or balcony', 'Central heating', 'Conditioner', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free dryer – In unit', 'Keypad', 'Cleaning available during stay']",39,1,1,1,1,1,0,1,0,0,0,0,1,Entire place
TENTH WARD,42.66148231183373,-73.78761856260732,168,Private room,Private room in rental unit,1,1.0,1.0,3,0.45,3,5.0,5.0,4.67,70,t,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Stove"", ""Private living room""]",1377446918025263146,"['Smoke alarm', 'Kitchen', 'Wifi', 'Hot water', 'Private entrance', 'Dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Exterior security cameras on property', 'Patio or balcony', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Coffee maker: pour-over coffee', 'Keypad', 'Stove', 'Private living room']",38,1,1,1,1,1,0,1,0,0,0,0,1,Private room
TENTH WARD,42.66310642184764,-73.78716159656459,112,Private room,Private room in rental unit,2,1.0,1.0,2,0.42,2,5.0,4.5,3.5,160,t,"[""Smoke alarm"", ""Kitchen"", ""Ethernet connection"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Patio or balcony"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Cleaning products"", ""Keypad"", ""Cleaning available during stay"", ""Stove"", ""Private living room""]",1377471842094741150,"['Smoke alarm', 'Kitchen', 'Ethernet connection', 'Wifi', 'Hot water', 'Private entrance', 'Dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Baking sheet', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Exterior security cameras on property', 'Air conditioning', 'Patio or balcony', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Freezer', 'Free street parking', 'Coffee maker: pour-over coffee', 'Cleaning products', 'Keypad', 'Cleaning available during stay', 'Stove', 'Private living room']",44,1,1,1,1,1,1,1,0,0,0,0,1,Private room
TENTH WARD,42.66183099633526,-73.78755056940085,112,Private room,Private room in rental unit,2,1.0,1.0,2,0.28,2,5.0,5.0,5.0,70,t,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Exterior security cameras on property"", ""Patio or balcony"", ""Essentials"", ""Lock on bedroom door"", ""Laundromat nearby"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Free street parking"", ""Coffee maker: pour-over coffee"", ""Keypad"", ""Stove"", ""Private living room""]",1377480167938312156,"['Smoke alarm', 'Kitchen', 'Wifi', 'Hot water', 'Private entrance', 'Dryer', 'TV', 'Carbon monoxide alarm', 'Bed linens', 'Bathtub', 'Cooking basics', 'Room-darkening shades', 'Hot water kettle', 'Wine glasses', 'Dedicated workspace', 'Microwave', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Exterior security cameras on property', 'Patio or balcony', 'Essentials', 'Lock on bedroom door', 'Laundromat nearby', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Free street parking', 'Coffee maker: pour-over coffee', 'Keypad', 'Stove', 'Private living room']",38,1,1,1,1,1,0,1,0,0,0,0,1,Private room
SEVENTH WARD,42.64628669280813,-73.7715308891403,204,Entire home/apt,Entire rental unit,2,1.0,1.0,34,3.08,34,4.74,4.79,4.56,242,t,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Heating"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Oven"", ""Portable fans"", ""Patio or balcony"", ""Air conditioning"", ""Toaster"", ""Coffee"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Keypad"", ""Cleaning available during stay"", ""Stove""]",1379906377578749938,"['Smoke alarm', 'Kitchen', 'Wifi', 'Shower gel', 'Hot water', 'Private entrance', 'Hair dryer', 'Body soap', 'TV', 'Carbon monoxide alarm', 'Bathtub', 'Cooking basics', 'Shampoo', 'Iron', 'Room-darkening shades', 'Hot water kettle', 'Dedicated workspace', 'Microwave', 'Coffee maker: Keurig coffee machine', 'Clothing storage', 'Heating', 'Extra pillows and blankets', 'Long term stays allowed', 'Oven', 'Portable fans', 'Patio or balcony', 'Air conditioning', 'Toaster', 'Coffee', 'Conditioner', 'Free parking on premises', 'Dishes and silverware', 'Hangers', 'Refrigerator', 'Self check-in', 'Keypad', 'Cleaning available during stay', 'Stove']",38,1,1,1,1,1,1,1,0,0,0,0,1,Entire place
ELEVENTH WARD,42.6800233833328,-73.78522330726621,96,Private room,Room in hotel,2,1.0,1.0,16,1.52,16,4.63,4.56,4.5,363,f,"[""Smoke alarm"", ""Wifi"", ""Hot water"", ""Body soap"", ""TV"", ""Gym"", ""Bed linens"", ""Bathtub"", ""Dedicated workspace"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Air conditioning"", ""Coffee"", ""Conditioner"", ""Free parking on premises"", ""Hangers"", ""Free street parking"", ""Fire extinguisher"", ""Bidet""]",1380555997747082021,"['Smoke alarm', 'Wifi', 'Hot water', 'Body soap', 'TV', 'Gym', 'Bed linens', 'Bathtub', 'Dedicated workspace', 'Clothing storage', 'Dining table', 'Heating', 'Washer', 'Air conditioning', 'Coffee', 'Conditioner', 'Free parking on premises', 'Hangers', 'Free street parking', 'Fire extinguisher', 'Bidet']",21,0,1,1,0,1,1,0,0,1,0,0,1,Hotel room
ELEVENTH WARD,42.68231684583981,-73.7836715628194,90,Entire home/apt,Entire rental unit,3,1.0,1.0,15,1.4,15,4.2,3.93,4.2,356,f,"[""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""TV"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Hot water kettle"", ""Dedicated workspace"", ""Clothing storage"", ""Heating"", ""Backyard"", ""Air conditioning"", ""Coffee"", ""Conditioner"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Fire extinguisher"", ""Cleaning products"", ""Breakfast"", ""Bidet""]",1381163571420241600,"['Wifi', 'Shower gel', 'Hot water', 'Coffee maker', 'TV', 'Bed linens', 'Bathtub', 'Cooking basics', 'Shampoo', 'Hot water kettle', 'Dedicated workspace', 'Clothing storage', 'Heating', 'Backyard', 'Air conditioning', 'Coffee', 'Conditioner', 'Free parking on premises', 'Hangers', 'Refrigerator', 'Fire extinguisher', 'Cleaning products', 'Breakfast', 'Bidet']",24,1,0,1,0,1,1,1,0,0,0,0,1,Entire place
